1,1,gran izuchi,Wyvern Pájaro,-,great-izuchi-hzv.png,great-izuchi-lr.png,great-izuchi-hr.png,-,-
2,1,gran baggi,Wyvern Pájaro,-,great-baggi-hzv.png,great-baggi-lr.png,great-baggi-hr.png,-,-
3,1,kulu ya ku,Wyvern Pájaro,-,kulu-ya-ku-hzv.png,kulu-ya-ku-lr.png,kulu-ya-ku-hr.png,-,-
4,1,gran wroggi,Wyvern Pájaro,-,great-wroggi-hzv.png,great-wroggi-lr.png,great-wroggi-hr.png,-,-
5,1,arzuros,Bestia de colmillos,-,arzuros-hzv.png,arzuros-lr.png,arzuros-hr.png,-,-
6,1,lagombi,Bestia de colmillos,-,lagombi-hzv.png,lagombi-lr.png,lagombi-hr.png,-,-
7,1,volvidon,Bestia de colmillos,-,volvidon-hzv.png,volvidon-lr.png,volvidon-hr.png,-,-
8,1,aknosom,Wyvern Pájaro,-,aknosom-hzv.png,aknosom-lr.png,aknosom-hr.png,-,-
9,1,royal ludroth,Leviatán,-,royal-ludroth-hzv.png,royal-ludroth-lr.png,royal-ludroth-hr.png,-,-
10,1,barroth,Wyvern brutal,-,barroth-hzv.png,barroth-lr.png,barroth-hr.png,-,-
11,1,khezu,Wyvern volador,-,khezu-hzv.png,khezu-lr.png,khezu-hr.png,-,-
12,1,tetranadon,Anfibio,-,tetranadon-hzv.png,tetranadon-lr.png,tetranadon-hr.png,-,-
13,1,bishaten,Bestia de colmillos,-,bishaten-hzv.png,bishaten-lr.png,bishaten-hr.png,-,-
14,1,pukei pukei,Wyvern Pájaro,-,pukei-pukei-hzv.png,pukei-pukei-lr.png,pukei-pukei-hr.png,-,-
15,1,jyuratodus,Wyvern nadador,-,jyuratodus-hzv.png,-,jyuratodus-hr.png,-,-
16,1,basarios,Wyvern volador,-,basarios-hzv.png,basarios-lr.png,basarios-hr.png,-,-
17,1,somnacanth,Leviatán,-,somnacanth-hzv.png,somnacanth-lr.png,somnacanth-hr.png,-,-
18,1,rathian,Wyvern volador,-,rathian-hzv.png,rathian-lr.png,rathian-hr.png,-,-
19,1,barioth,Wyvern volador,-,barioth-hzv.png,barioth-lr.png,barioth-hr.png,-,-
20,1,tobi kadachi,Wyvern de colmillos,-,tobi-kadachi-hzv.png,tobi-kadachi-lr.png,tobi-kadachi-hr.png,-,-
21,1,magnamalo,Wyvern de colmillos,-,magnamalo-hzv.png,magnamalo-lr.png,magnamalo-hr.png,-,-
22,1,anjanath,Wyvern brutal,-,anjanath-hzv.png,anjanath-lr.png,anjanath-hr.png,-,-
23,1,nargacuga,Wyvern volador,-,nargacuga-hzv.png,nargacuga-lr.png,nargacuga-hr.png,-,-
24,1,misutzune,Leviatán,-,mizutsune-hzv.png,mizutsune-lr.png,mizutsune-hr.png,-,-
25,1,goss harag,Bestia de colmillos,-,goss-harag-hzv.png,goss-harag-lr.png,goss-harag-hr.png,-,-
26,1,rathalos,Wyvern volador,-,rathalos-hzv.png,rathalos-lr.png,rathalos-hr.png,-,-
27,1,almudron,Leviatán,-,almudron-hzv.png,almudron-lr.png,almudron-hr.png,-,-
28,1,zinogre,Wyvern de colmillos,-,zinogre-hzv.png,zinogre-lr.png,zinogre-hr.png,-,-
29,1,tigrex,Wyvern volador,-,tigrex-hzv.png,tigrex-lr.png,tigrex-hr.png,-,-
30,1,diablos,Wyvern volador,-,diablos-hzv.png,diablos-lr.png,diablos-hr.png,-,-
31,1,rakna kadaki,Temnoceran,-,rakna-kadaki-hzv.png,-,rakna-kadaki-hr.png,-,-
32,1,rajang,Bestia de colmillos,-,rajang-hzv.png,-,rajang-hr.png,-,-
33,1,ibushi,Dragón Anciano,-,wind-serpent-ibushi-hzv.png,-,wind-serpent-ibushi-hr.png,-,-
34,1,narwa,Dragón Anciano,-,thunder-serpent-narwa-hzv.png,-,thunder-serpent-narwa-hr.png,-,-
